shipment_id,ship_date,origin,destination,distance_km,vehicle_type,transport_mode,carrier,vendor_rating,weather,season,is_weekend,is_peak_season,weight_kg,cargo_type,is_fragile,delay_days,risk_score,month
SHP00362,2023-11-25,Delhi,Pune,86,Truck,Road,Delhivery,3,Fog,Monsoon,1,1,191.0,Electronics,1,3.72,54,2023-11
SHP00363,2023-02-14,Ahmedabad,Chennai,1630,Bike,Road,Blue Dart,5,Storm,Winter,0,1,148.6,Medical,1,6.29,66,2023-02
SHP00364,2024-03-10,Chennai,Ahmedabad,443,Van,Road,Blue Dart,5,Clear,Spring,1,0,417.9,Perishable,1,2.69,28,2024-03
SHP00365,2023-03-31,Hyderabad,Delhi,2252,Train,Rail,Blue Dart,1,Rain,Spring,0,0,37.1,Perishable,1,7.31,91,2023-03
SHP00366,2023-11-20,Pune,Chennai,2405,Van,Road,DTDC,3,Fog,Monsoon,0,1,8.9,Medical,1,7.49,82,2023-11
SHP00367,2024-05-29,Mumbai,Chennai,534,Ship,Sea,Ecom Express,1,Clear,Spring,0,0,53.5,Medical,1,4.51,65,2024-05
SHP00368,2024-02-05,Chennai,Mumbai,1842,Train,Rail,DTDC,4,Clear,Winter,0,1,398.5,Industrial,0,5.05,43,2024-02
SHP00369,2023-01-06,Mumbai,Delhi,1258,Van,Road,Blue Dart,3,Storm,Winter,0,1,286.6,Apparel,0,5.36,63,2023-01
SHP00370,2023-08-15,Bangalore,Mumbai,1298,Van,Road,DTDC,3,Rain,Summer,0,0,308.6,Furniture,0,4.84,53,2023-08
SHP00371,2024-11-18,Mumbai,Chennai,845,Truck,Road,Ecom Express,2,Clear,Monsoon,0,1,34.1,Electronics,1,5.18,64,2024-11
SHP00372,2023-11-22,Mumbai,Bangalore,1405,Bike,Road,Blue Dart,2,Rain,Monsoon,0,1,243.2,Furniture,0,5.85,66,2023-11
SHP00373,2023-11-17,Bangalore,Delhi,1302,Ship,Sea,FedEx,2,Storm,Monsoon,0,1,123.5,Perishable,1,7.63,94,2023-11
SHP00374,2023-11-09,Ahmedabad,Bangalore,1183,Bike,Road,DTDC,2,Storm,Monsoon,0,1,243.7,Electronics,1,6.73,87,2023-11
SHP00375,2024-10-03,Kolkata,Pune,769,Ship,Sea,Delhivery,1,Storm,Monsoon,0,1,38.7,Electronics,1,8.01,100,2024-10
SHP00376,2023-09-24,Delhi,Hyderabad,177,Ship,Sea,Ecom Express,5,Fog,Monsoon,1,1,272.0,Industrial,0,3.77,34,2023-09
SHP00377,2024-05-28,Bangalore,Kolkata,1983,Van,Road,Delhivery,3,Fog,Spring,0,0,255.5,Apparel,0,5.98,63,2024-05
SHP00378,2024-08-02,Bangalore,Hyderabad,1028,Ship,Sea,DTDC,2,Rain,Summer,0,0,329.9,Perishable,1,5.97,75,2024-08
SHP00379,2024-01-14,Mumbai,Chennai,2030,Bike,Road,DTDC,1,Rain,Winter,1,1,117.4,Medical,1,7.84,95,2024-01
SHP00380,2024-06-17,Hyderabad,Delhi,1529,Train,Rail,Blue Dart,4,Fog,Summer,0,0,317.0,Furniture,0,5.78,55,2024-06
SHP00381,2024-10-31,Hyderabad,Kolkata,1128,Ship,Sea,DTDC,5,Rain,Monsoon,0,1,449.2,Electronics,1,5.37,53,2024-10
SHP00382,2023-01-07,Ahmedabad,Kolkata,962,Ship,Sea,FedEx,4,Storm,Winter,1,1,251.2,Perishable,1,6.73,75,2023-01
SHP00383,2023-07-11,Chennai,Mumbai,1851,Van,Road,Ecom Express,2,Clear,Summer,0,0,79.1,Industrial,0,4.94,55,2023-07
SHP00384,2024-08-27,Ahmedabad,Mumbai,993,Train,Rail,DTDC,3,Clear,Summer,0,0,81.0,Apparel,0,3.57,38,2024-08
SHP00385,2024-06-08,Bangalore,Pune,141,Van,Road,Ecom Express,1,Rain,Summer,1,0,20.1,Industrial,0,4.36,61,2024-06
SHP00386,2024-09-13,Chennai,Kolkata,787,Ship,Sea,FedEx,4,Clear,Monsoon,0,1,496.4,Apparel,0,3.87,35,2024-09
SHP00387,2023-12-17,Kolkata,Mumbai,748,Van,Road,Ecom Express,4,Rain,Winter,1,1,461.2,Industrial,0,4.29,43,2023-12
SHP00388,2023-04-09,Bangalore,Hyderabad,1628,Van,Road,Delhivery,1,Clear,Spring,1,0,89.1,Industrial,0,5.32,63,2023-04
SHP00389,2024-07-06,Bangalore,Hyderabad,209,Ship,Sea,Blue Dart,5,Clear,Summer,1,0,413.8,Medical,1,2.46,26,2024-07
SHP00390,2024-08-26,Pune,Bangalore,1567,Truck,Road,Delhivery,5,Fog,Summer,0,0,402.4,Medical,1,5.3,54,2024-08
SHP00391,2023-03-27,Chennai,Ahmedabad,2409,Truck,Road,FedEx,4,Rain,Spring,0,0,142.0,Industrial,0,6.12,56,2023-03
SHP00392,2023-07-30,Pune,Hyderabad,79,Ship,Sea,Ecom Express,5,Clear,Summer,1,0,344.0,Furniture,0,2.55,19,2023-07
SHP00393,2024-07-02,Kolkata,Ahmedabad,1724,Bike,Road,DTDC,1,Rain,Summer,0,0,212.1,Furniture,0,5.11,67,2024-07
SHP00394,2023-11-11,Ahmedabad,Bangalore,1677,Van,Road,Delhivery,4,Fog,Monsoon,1,1,289.0,Medical,1,5.43,61,2023-11
SHP00395,2024-06-04,Mumbai,Bangalore,1680,Van,Road,DTDC,1,Rain,Summer,0,0,200.6,Furniture,0,6.48,77,2024-06
SHP00396,2024-03-21,Ahmedabad,Kolkata,263,Van,Road,Blue Dart,4,Clear,Spring,0,0,44.5,Furniture,0,1.31,15,2024-03
SHP00397,2024-09-03,Kolkata,Pune,958,Bike,Road,DTDC,1,Clear,Monsoon,0,1,29.2,Perishable,1,4.85,68,2024-09
SHP00398,2023-02-06,Bangalore,Pune,876,Ship,Sea,Blue Dart,3,Rain,Winter,0,1,180.2,Medical,1,5.13,63,2023-02
SHP00399,2024-08-23,Pune,Chennai,51,Van,Road,DTDC,1,Storm,Summer,0,0,100.6,Electronics,1,5.35,83,2024-08
SHP00400,2023-07-19,Chennai,Hyderabad,419,Ship,Sea,FedEx,3,Storm,Summer,0,0,227.7,Apparel,0,4.84,59,2023-07
SHP00401,2023-10-29,Mumbai,Hyderabad,2404,Truck,Road,DTDC,3,Rain,Monsoon,1,1,170.3,Electronics,1,8.36,87,2023-10
SHP00402,2023-12-14,Chennai,Ahmedabad,2253,Ship,Sea,DTDC,3,Fog,Winter,0,1,480.6,Apparel,0,7.12,71,2023-12
SHP00403,2024-10-10,Mumbai,Kolkata,1937,Ship,Sea,Blue Dart,1,Fog,Monsoon,0,1,394.4,Perishable,1,7.73,96,2024-10
SHP00404,2024-02-13,Kolkata,Delhi,1343,Train,Rail,FedEx,3,Clear,Winter,0,1,337.0,Furniture,0,3.77,40,2024-02
SHP00405,2023-10-03,Chennai,Hyderabad,361,Ship,Sea,FedEx,2,Fog,Monsoon,0,1,91.8,Medical,1,4.8,68,2023-10
SHP00406,2023-09-13,Chennai,Mumbai,2093,Van,Road,FedEx,2,Rain,Monsoon,0,1,418.2,Furniture,0,5.75,66,2023-09
SHP00407,2024-05-08,Delhi,Ahmedabad,688,Truck,Road,DTDC,1,Clear,Spring,0,0,185.9,Furniture,0,3.12,47,2024-05
SHP00408,2024-08-13,Pune,Mumbai,2403,Bike,Road,Ecom Express,4,Rain,Summer,0,0,64.6,Industrial,0,5.93,55,2024-08
SHP00409,2023-06-28,Pune,Ahmedabad,1783,Train,Rail,Ecom Express,5,Clear,Summer,0,0,228.9,Electronics,1,3.9,37,2023-06
SHP00410,2024-09-19,Hyderabad,Bangalore,84,Truck,Road,Ecom Express,2,Fog,Monsoon,0,1,431.0,Perishable,1,4.65,67,2024-09
SHP00411,2024-05-25,Hyderabad,Mumbai,2296,Bike,Road,DTDC,2,Storm,Spring,1,0,212.3,Apparel,0,7.8,87,2024-05
SHP00412,2023-04-13,Chennai,Ahmedabad,1690,Bike,Road,Ecom Express,4,Rain,Spring,0,0,360.5,Perishable,1,4.91,55,2023-04
SHP00413,2023-01-10,Ahmedabad,Pune,2324,Train,Rail,Delhivery,4,Rain,Winter,0,1,88.7,Apparel,0,6.94,63,2023-01
SHP00414,2023-04-12,Delhi,Kolkata,2167,Ship,Sea,FedEx,3,Fog,Spring,0,0,345.4,Electronics,1,7.52,82,2023-04
SHP00415,2024-01-04,Kolkata,Bangalore,932,Bike,Road,DTDC,4,Clear,Winter,0,1,280.4,Furniture,0,3.14,29,2024-01
SHP00416,2024-06-06,Hyderabad,Pune,1488,Ship,Sea,FedEx,2,Rain,Summer,0,0,244.0,Medical,1,6.31,78,2024-06
SHP00417,2023-12-12,Bangalore,Pune,1880,Truck,Road,DTDC,4,Storm,Winter,0,1,211.2,Industrial,0,6.85,68,2023-12
SHP00418,2023-10-26,Hyderabad,Pune,342,Truck,Road,Delhivery,2,Storm,Monsoon,0,1,355.4,Industrial,0,5.39,69,2023-10
SHP00419,2023-07-08,Pune,Mumbai,1669,Bike,Road,Ecom Express,4,Storm,Summer,1,0,427.2,Perishable,1,6.8,76,2023-07
SHP00420,2024-07-15,Mumbai,Kolkata,377,Van,Road,Blue Dart,2,Fog,Summer,0,0,27.4,Apparel,0,3.51,50,2024-07
SHP00421,2024-02-04,Mumbai,Pune,2196,Truck,Road,Ecom Express,1,Storm,Winter,1,1,155.0,Perishable,1,9.41,100,2024-02
SHP00422,2023-11-30,Hyderabad,Ahmedabad,567,Van,Road,Blue Dart,5,Rain,Monsoon,0,1,432.2,Apparel,0,3.08,28,2023-11
SHP00423,2024-10-13,Ahmedabad,Hyderabad,2264,Bike,Road,Delhivery,5,Fog,Monsoon,1,1,438.7,Apparel,0,5.78,49,2024-10
SHP00424,2024-02-27,Kolkata,Bangalore,1318,Bike,Road,Blue Dart,4,Rain,Winter,0,1,130.3,Furniture,0,4.8,47,2024-02
SHP00425,2023-01-09,Ahmedabad,Kolkata,93,Truck,Road,FedEx,5,Rain,Winter,0,1,344.0,Apparel,0,3.25,29,2023-01
SHP00426,2024-07-28,Chennai,Kolkata,87,Train,Rail,Blue Dart,3,Rain,Summer,1,0,218.8,Perishable,1,3.07,48,2024-07
SHP00427,2023-09-03,Pune,Hyderabad,718,Train,Rail,FedEx,4,Rain,Monsoon,1,1,258.5,Industrial,0,4.29,43,2023-09
SHP00428,2023-10-24,Bangalore,Mumbai,1216,Ship,Sea,Delhivery,3,Fog,Monsoon,0,1,55.6,Apparel,0,5.67,61,2023-10
SHP00429,2023-02-20,Delhi,Bangalore,1904,Bike,Road,Delhivery,5,Fog,Winter,0,1,484.9,Electronics,1,5.88,58,2023-02
SHP00430,2024-05-20,Bangalore,Delhi,1152,Van,Road,Delhivery,4,Clear,Spring,0,0,109.0,Apparel,0,3.57,32,2024-05
SHP00431,2023-05-30,Mumbai,Ahmedabad,1326,Train,Rail,Blue Dart,3,Fog,Spring,0,0,28.5,Apparel,0,5.19,57,2023-05
SHP00432,2024-03-29,Pune,Ahmedabad,837,Bike,Road,Blue Dart,4,Clear,Spring,0,0,124.0,Electronics,1,2.95,36,2024-03
SHP00433,2023-06-12,Kolkata,Bangalore,865,Train,Rail,DTDC,1,Rain,Summer,0,0,314.8,Electronics,1,5.57,78,2023-06
SHP00434,2024-11-13,Delhi,Ahmedabad,550,Bike,Road,Delhivery,4,Storm,Monsoon,0,1,109.3,Electronics,1,4.62,59,2024-11
SHP00435,2023-09-06,Mumbai,Kolkata,1016,Train,Rail,Delhivery,3,Clear,Monsoon,0,1,5.0,Electronics,1,3.51,46,2023-09
SHP00436,2024-09-25,Ahmedabad,Delhi,2492,Van,Road,Delhivery,3,Clear,Monsoon,0,1,169.5,Medical,1,6.07,65,2024-09
SHP00437,2023-08-27,Bangalore,Kolkata,295,Truck,Road,Ecom Express,3,Rain,Summer,1,0,158.7,Industrial,0,4.28,49,2023-08
SHP00438,2024-05-11,Kolkata,Delhi,1846,Van,Road,FedEx,1,Fog,Spring,1,0,353.5,Industrial,0,5.89,74,2024-05
SHP00439,2024-04-24,Hyderabad,Bangalore,1257,Ship,Sea,Ecom Express,4,Rain,Spring,0,0,138.0,Industrial,0,5.59,52,2024-04
SHP00440,2023-01-01,Hyderabad,Chennai,332,Ship,Sea,FedEx,2,Fog,Winter,1,1,388.1,Industrial,0,4.75,60,2023-01
SHP00441,2023-03-06,Hyderabad,Pune,1602,Van,Road,Ecom Express,1,Storm,Spring,0,0,329.3,Industrial,0,7.41,90,2023-03
SHP00442,2023-04-09,Hyderabad,Delhi,2087,Ship,Sea,FedEx,2,Storm,Spring,1,0,261.8,Electronics,1,8.35,99,2023-04
SHP00443,2023-04-12,Ahmedabad,Mumbai,229,Van,Road,Delhivery,2,Clear,Spring,0,0,16.4,Medical,1,3.38,51,2023-04
SHP00444,2023-03-14,Chennai,Hyderabad,2203,Ship,Sea,Blue Dart,5,Storm,Spring,0,0,7.0,Perishable,1,6.74,69,2023-03
SHP00445,2023-03-01,Hyderabad,Ahmedabad,2062,Truck,Road,FedEx,4,Clear,Spring,0,0,411.9,Furniture,0,4.21,37,2023-03
SHP00446,2023-07-17,Pune,Mumbai,1294,Truck,Road,Blue Dart,2,Clear,Summer,0,0,263.3,Perishable,1,4.49,59,2023-07
SHP00447,2024-11-12,Ahmedabad,Hyderabad,2384,Van,Road,Blue Dart,5,Fog,Monsoon,0,1,213.8,Electronics,1,6.62,64,2024-11
SHP00448,2024-07-17,Hyderabad,Bangalore,1694,Ship,Sea,Ecom Express,3,Rain,Summer,0,0,495.7,Furniture,0,6.59,66,2024-07
SHP00449,2024-07-17,Chennai,Kolkata,1572,Train,Rail,Ecom Express,4,Storm,Summer,0,0,463.1,Furniture,0,5.83,60,2024-07
SHP00450,2023-01-07,Bangalore,Chennai,1676,Truck,Road,Ecom Express,1,Storm,Winter,1,1,150.5,Perishable,1,9.13,100,2023-01
SHP00451,2024-04-16,Mumbai,Delhi,929,Bike,Road,Ecom Express,1,Storm,Spring,0,0,178.2,Perishable,1,6.36,90,2024-04
SHP00452,2023-03-21,Chennai,Pune,1073,Van,Road,Blue Dart,3,Storm,Spring,0,0,361.9,Apparel,0,6.62,72,2023-03
SHP00453,2024-08-13,Delhi,Pune,758,Train,Rail,Ecom Express,5,Clear,Summer,0,0,191.1,Electronics,1,2.89,29,2024-08
SHP00454,2023-11-09,Pune,Delhi,1828,Train,Rail,Ecom Express,1,Rain,Monsoon,0,1,262.4,Furniture,0,6.74,79,2023-11
SHP00455,2024-11-20,Bangalore,Delhi,2261,Ship,Sea,Ecom Express,2,Storm,Monsoon,0,1,365.9,Apparel,0,9.65,100,2024-11
SHP00456,2023-05-16,Pune,Mumbai,2406,Ship,Sea,DTDC,1,Rain,Spring,0,0,168.4,Apparel,0,7.71,86,2023-05
SHP00457,2024-03-20,Pune,Kolkata,2390,Truck,Road,FedEx,5,Fog,Spring,0,0,387.0,Perishable,1,6.45,62,2024-03
SHP00458,2023-09-30,Chennai,Delhi,861,Train,Rail,Ecom Express,4,Rain,Monsoon,1,1,388.5,Furniture,0,4.13,41,2023-09
SHP00459,2023-11-25,Hyderabad,Mumbai,2409,Truck,Road,DTDC,1,Fog,Monsoon,1,1,172.6,Medical,1,9.17,100,2023-11
SHP00460,2024-01-18,Chennai,Mumbai,1482,Ship,Sea,DTDC,4,Rain,Winter,0,1,78.4,Medical,1,6.52,67,2024-01
SHP00461,2023-12-18,Kolkata,Delhi,401,Truck,Road,Ecom Express,1,Rain,Winter,0,1,347.1,Electronics,1,5.33,76,2023-12
SHP00462,2023-05-25,Ahmedabad,Kolkata,1409,Van,Road,Delhivery,5,Rain,Spring,0,0,347.7,Medical,1,4.93,49,2023-05
SHP00463,2023-07-25,Delhi,Chennai,125,Train,Rail,FedEx,5,Clear,Summer,0,0,394.7,Industrial,0,1.03,7,2023-07
SHP00464,2024-10-26,Delhi,Chennai,84,Truck,Road,FedEx,4,Storm,Monsoon,1,1,193.6,Apparel,0,5.21,56,2024-10
SHP00465,2024-05-27,Bangalore,Mumbai,2132,Truck,Road,Ecom Express,3,Fog,Spring,0,0,483.4,Industrial,0,6.92,70,2024-05
SHP00466,2023-12-22,Bangalore,Delhi,1063,Ship,Sea,DTDC,3,Storm,Winter,0,1,342.3,Furniture,0,7.23,77,2023-12
SHP00467,2023-01-31,Pune,Ahmedabad,1288,Van,Road,Blue Dart,5,Storm,Winter,0,1,472.1,Furniture,0,5.59,52,2023-01
SHP00468,2024-08-09,Pune,Mumbai,1659,Van,Road,Ecom Express,1,Fog,Summer,0,0,76.8,Furniture,0,6.84,81,2024-08
SHP00469,2023-05-22,Chennai,Ahmedabad,1398,Train,Rail,Delhivery,5,Rain,Spring,0,0,154.8,Medical,1,5.21,52,2023-05
SHP00470,2023-11-22,Mumbai,Bangalore,1811,Van,Road,FedEx,5,Rain,Monsoon,0,1,419.8,Perishable,1,4.97,50,2023-11
SHP00471,2023-07-12,Kolkata,Mumbai,170,Bike,Road,FedEx,4,Fog,Summer,0,0,53.8,Perishable,1,4.4,53,2023-07
SHP00472,2023-01-27,Chennai,Pune,1143,Ship,Sea,Ecom Express,5,Rain,Winter,0,1,180.0,Medical,1,5.63,55,2023-01
SHP00473,2024-04-30,Pune,Chennai,2002,Van,Road,FedEx,5,Fog,Spring,0,0,69.2,Perishable,1,5.53,55,2024-04
SHP00474,2024-03-25,Mumbai,Bangalore,111,Bike,Road,Delhivery,4,Rain,Spring,0,0,433.6,Apparel,0,3.02,33,2024-03
SHP00475,2023-11-17,Pune,Hyderabad,1380,Train,Rail,DTDC,2,Fog,Monsoon,0,1,197.4,Medical,1,6.18,78,2023-11
SHP00476,2024-07-04,Chennai,Hyderabad,207,Ship,Sea,DTDC,1,Fog,Summer,0,0,198.1,Medical,1,5.28,78,2024-07
SHP00477,2023-11-08,Ahmedabad,Chennai,210,Ship,Sea,Delhivery,4,Clear,Monsoon,0,1,387.0,Furniture,0,2.53,24,2023-11
SHP00478,2024-08-22,Mumbai,Bangalore,273,Ship,Sea,DTDC,2,Fog,Summer,0,0,469.0,Medical,1,5.34,72,2024-08
SHP00479,2024-04-09,Delhi,Bangalore,2288,Van,Road,FedEx,4,Fog,Spring,0,0,295.4,Medical,1,7.13,73,2024-04
SHP00480,2024-04-05,Mumbai,Pune,419,Bike,Road,Blue Dart,3,Rain,Spring,0,0,317.2,Electronics,1,3.09,48,2024-04
SHP00481,2023-06-24,Delhi,Ahmedabad,2195,Train,Rail,DTDC,5,Rain,Summer,1,0,456.2,Industrial,0,6.54,54,2023-06
SHP00482,2024-04-01,Kolkata,Pune,714,Van,Road,DTDC,2,Clear,Spring,0,0,144.7,Perishable,1,3.18,49,2024-04
SHP00483,2024-05-24,Delhi,Kolkata,531,Van,Road,Ecom Express,2,Clear,Spring,0,0,427.8,Industrial,0,3.29,42,2024-05
SHP00484,2024-09-07,Ahmedabad,Delhi,2071,Van,Road,DTDC,2,Fog,Monsoon,1,1,300.3,Perishable,1,7.55,89,2024-09
SHP00485,2024-10-30,Bangalore,Delhi,2291,Bike,Road,Blue Dart,5,Rain,Monsoon,0,1,174.8,Perishable,1,6.34,60,2024-10
SHP00486,2024-11-19,Bangalore,Mumbai,1272,Bike,Road,Blue Dart,1,Clear,Monsoon,0,1,142.5,Medical,1,4.7,67,2024-11
SHP00487,2023-11-03,Delhi,Mumbai,2486,Ship,Sea,DTDC,5,Rain,Monsoon,0,1,161.7,Apparel,0,7.33,59,2023-11
SHP00488,2024-06-23,Kolkata,Bangalore,2304,Truck,Road,Delhivery,3,Fog,Summer,1,0,207.2,Perishable,1,6.88,78,2024-06
SHP00489,2024-09-11,Ahmedabad,Hyderabad,906,Ship,Sea,Ecom Express,1,Clear,Monsoon,0,1,467.0,Medical,1,5.47,73,2024-09
SHP00490,2023-07-04,Ahmedabad,Chennai,1346,Bike,Road,Delhivery,5,Storm,Summer,0,0,441.9,Perishable,1,6.31,66,2023-07
SHP00491,2023-08-01,Mumbai,Pune,1239,Van,Road,Blue Dart,1,Clear,Summer,0,0,399.9,Apparel,0,4.21,55,2023-08
SHP00492,2023-11-04,Mumbai,Chennai,2345,Van,Road,FedEx,1,Rain,Monsoon,1,1,253.6,Furniture,0,7.53,85,2023-11
SHP00493,2023-12-05,Bangalore,Mumbai,75,Truck,Road,DTDC,3,Storm,Winter,0,1,417.0,Medical,1,5.26,70,2023-12
SHP00494,2024-02-28,Ahmedabad,Pune,195,Van,Road,DTDC,4,Rain,Winter,0,1,463.9,Electronics,1,3.88,48,2024-02
SHP00495,2023-12-06,Chennai,Hyderabad,2184,Bike,Road,Ecom Express,5,Storm,Winter,0,1,399.9,Furniture,0,7.33,65,2023-12
SHP00496,2023-04-30,Bangalore,Hyderabad,177,Bike,Road,Ecom Express,4,Rain,Spring,1,0,432.4,Furniture,0,3.34,36,2023-04
SHP00497,2024-04-07,Chennai,Bangalore,1338,Truck,Road,Blue Dart,3,Fog,Spring,1,0,414.8,Furniture,0,5.83,62,2024-04
SHP00498,2024-05-09,Delhi,Ahmedabad,509,Bike,Road,Blue Dart,1,Rain,Spring,0,0,452.5,Perishable,1,4.91,73,2024-05
SHP00499,2024-06-12,Mumbai,Ahmedabad,829,Bike,Road,FedEx,4,Storm,Summer,0,0,338.5,Perishable,1,4.87,61,2024-06
SHP00500,2024-04-23,Mumbai,Chennai,1637,Ship,Sea,FedEx,1,Clear,Spring,0,0,444.6,Electronics,1,5.84,75,2024-04
SHP00501,2023-10-21,Chennai,Mumbai,2182,Bike,Road,Delhivery,1,Storm,Monsoon,1,1,138.7,Furniture,0,8.49,98,2023-10
SHP00502,2024-07-09,Mumbai,Bangalore,1166,Van,Road,Blue Dart,2,Storm,Summer,0,0,175.5,Furniture,0,5.53,70,2024-07
SHP00503,2023-12-13,Kolkata,Hyderabad,1160,Van,Road,Delhivery,3,Rain,Winter,0,1,270.5,Electronics,1,5.87,69,2023-12
SHP00504,2024-09-02,Pune,Mumbai,256,Truck,Road,Blue Dart,4,Clear,Monsoon,0,1,445.7,Medical,1,3.49,40,2024-09
SHP00505,2024-04-21,Mumbai,Ahmedabad,1876,Ship,Sea,FedEx,3,Storm,Spring,1,0,284.1,Electronics,1,8.04,91,2024-04
SHP00506,2023-05-28,Chennai,Mumbai,1968,Truck,Road,DTDC,4,Storm,Spring,1,0,430.6,Industrial,0,6.78,67,2023-05
SHP00507,2023-01-31,Ahmedabad,Chennai,1106,Bike,Road,FedEx,4,Rain,Winter,0,1,33.1,Electronics,1,4.16,50,2023-01
SHP00508,2023-04-20,Pune,Ahmedabad,749,Bike,Road,Ecom Express,3,Rain,Spring,0,0,163.3,Medical,1,4.73,60,2023-04
SHP00509,2023-09-07,Chennai,Hyderabad,340,Bike,Road,DTDC,5,Fog,Monsoon,0,1,274.2,Apparel,0,3.56,33,2023-09
SHP00510,2024-11-16,Bangalore,Pune,2470,Train,Rail,Ecom Express,4,Storm,Monsoon,1,1,39.4,Medical,1,8.63,89,2024-11
SHP00511,2023-11-12,Ahmedabad,Mumbai,2401,Train,Rail,FedEx,1,Fog,Monsoon,1,1,478.0,Electronics,1,7.63,95,2023-11
SHP00512,2023-05-23,Chennai,Ahmedabad,2492,Train,Rail,Blue Dart,3,Fog,Spring,0,0,443.7,Medical,1,6.61,76,2023-05
SHP00513,2024-08-14,Pune,Kolkata,50,Van,Road,Ecom Express,2,Fog,Summer,0,0,223.9,Perishable,1,3.87,61,2024-08
SHP00514,2023-05-11,Pune,Ahmedabad,2385,Bike,Road,Blue Dart,4,Storm,Spring,0,0,426.3,Electronics,1,6.94,77,2023-05
SHP00515,2023-10-16,Mumbai,Ahmedabad,1562,Ship,Sea,Ecom Express,1,Clear,Monsoon,0,1,432.9,Perishable,1,5.84,75,2023-10
SHP00516,2023-05-23,Bangalore,Kolkata,1353,Train,Rail,DTDC,4,Fog,Spring,0,0,94.5,Apparel,0,5.22,51,2023-05
SHP00517,2024-10-25,Delhi,Mumbai,1525,Train,Rail,Delhivery,2,Storm,Monsoon,0,1,8.3,Medical,1,7.88,96,2024-10
SHP00518,2024-06-05,Bangalore,Kolkata,606,Truck,Road,DTDC,2,Fog,Summer,0,0,212.4,Apparel,0,4.88,61,2024-06
SHP00519,2023-08-31,Ahmedabad,Pune,1625,Bike,Road,DTDC,2,Rain,Summer,0,0,356.2,Furniture,0,5.35,63,2023-08
SHP00520,2023-03-23,Ahmedabad,Hyderabad,1553,Truck,Road,FedEx,1,Fog,Spring,0,0,71.5,Medical,1,6.89,90,2023-03
SHP00521,2024-10-07,Chennai,Kolkata,2206,Bike,Road,Ecom Express,4,Clear,Monsoon,0,1,371.0,Medical,1,6.1,59,2024-10
SHP00522,2024-06-08,Ahmedabad,Chennai,2424,Bike,Road,FedEx,5,Clear,Summer,1,0,453.1,Industrial,0,4.83,36,2024-06
SHP00523,2024-09-03,Delhi,Pune,1407,Train,Rail,FedEx,3,Storm,Monsoon,0,1,374.8,Medical,1,6.69,81,2024-09
SHP00524,2023-03-26,Kolkata,Chennai,1988,Ship,Sea,FedEx,2,Clear,Spring,1,0,63.8,Electronics,1,5.79,69,2023-03
SHP00525,2023-04-25,Delhi,Pune,1188,Bike,Road,FedEx,2,Storm,Spring,0,0,302.1,Industrial,0,5.6,71,2023-04
SHP00526,2023-03-28,Delhi,Chennai,1564,Van,Road,DTDC,3,Rain,Spring,0,0,483.7,Industrial,0,4.86,53,2023-03
SHP00527,2024-08-14,Bangalore,Mumbai,681,Train,Rail,Delhivery,4,Fog,Summer,0,0,367.3,Furniture,0,4.37,45,2024-08
SHP00528,2024-06-29,Kolkata,Chennai,525,Truck,Road,DTDC,2,Fog,Summer,1,0,117.2,Medical,1,5.75,75,2024-06
SHP00529,2024-04-04,Delhi,Chennai,1647,Train,Rail,Ecom Express,3,Rain,Spring,0,0,191.3,Furniture,0,6.19,63,2024-04
SHP00530,2023-10-01,Hyderabad,Bangalore,218,Truck,Road,DTDC,5,Storm,Monsoon,1,1,401.3,Furniture,0,4.76,46,2023-10
SHP00531,2023-07-04,Hyderabad,Pune,2442,Train,Rail,Ecom Express,4,Rain,Summer,0,0,157.0,Electronics,1,6.1,64,2023-07
SHP00532,2023-10-18,Chennai,Pune,98,Train,Rail,DTDC,1,Clear,Monsoon,0,1,126.3,Electronics,1,2.96,54,2023-10
SHP00533,2023-05-03,Mumbai,Pune,147,Ship,Sea,Ecom Express,1,Clear,Spring,0,0,43.6,Industrial,0,4.02,54,2023-05
SHP00534,2023-03-19,Ahmedabad,Hyderabad,2368,Van,Road,FedEx,1,Rain,Spring,1,0,319.6,Furniture,0,7.3,83,2023-03
SHP00535,2024-02-02,Delhi,Kolkata,1798,Bike,Road,Blue Dart,3,Rain,Winter,0,1,166.7,Electronics,1,5.82,68,2024-02
SHP00536,2024-05-18,Bangalore,Pune,778,Train,Rail,Delhivery,1,Fog,Spring,1,0,54.7,Industrial,0,6.19,76,2024-05
SHP00537,2023-03-16,Mumbai,Delhi,1816,Van,Road,DTDC,5,Clear,Spring,0,0,35.7,Medical,1,4.28,40,2023-03
SHP00538,2023-12-04,Bangalore,Pune,2088,Van,Road,DTDC,1,Clear,Winter,0,1,452.4,Industrial,0,6.71,74,2023-12
SHP00539,2023-08-20,Mumbai,Hyderabad,65,Ship,Sea,DTDC,4,Fog,Summer,1,0,2.2,Medical,1,4.78,56,2023-08
SHP00540,2024-10-24,Delhi,Pune,2373,Ship,Sea,FedEx,3,Storm,Monsoon,0,1,45.8,Industrial,0,8.22,84,2024-10
SHP00541,2024-11-07,Delhi,Kolkata,1442,Truck,Road,Delhivery,4,Storm,Monsoon,0,1,95.9,Medical,1,6.87,76,2024-11
SHP00542,2023-01-26,Delhi,Bangalore,1521,Train,Rail,Delhivery,1,Fog,Winter,0,1,360.0,Industrial,0,6.7,80,2023-01
